collision_index,collision_year,collision_ref_no,police_force,collision_severity,first_road_class,first_road_number,time,speed_limit,junction_detail,collision_ref_join,road_name,road_type,severity_text,severe,collision_hour,time_period,speed_group,junction_group,lgv_involved,young_driver_involved
2017067158531,2017,067158531,6,3,3,555,13:15:00,30,0,067158531,A555,A road,slight,0,13,daytime,30 mph or below,No junction,0,0
201806F241868,2018,06F241868,6,3,3,56,16:30:00,30,13,06F241868,A56,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,0,1
2021061094045,2021,061094045,6,3,3,676,01:45:00,30,13,061094045,A676,A road,slight,0,1,night_or_off_peak,30 mph or below,T or staggered junction,0,1
202006Q271349,2020,06Q271349,6,3,3,663,22:00:00,40,16,06Q271349,A663,A road,slight,0,22,night_or_off_peak,40 mph or above,Crossroads or larger junction,0,0
2022061237111,2022,061237111,6,3,1,60,00:10:00,70,0,061237111,M60,Motorway,slight,0,0,night_or_off_peak,40 mph or above,No junction,0,1
2023061303071,2023,061303071,6,3,3,555,00:01:00,50,0,061303071,A555,A road,slight,0,0,night_or_off_peak,40 mph or above,No junction,0,1
2024061480224,2024,061480224,6,3,3,56,15:15:00,40,16,061480224,A56,A road,slight,0,15,daytime,40 mph or above,Crossroads or larger junction,0,0
2024061410425,2024,061410425,6,3,3,579,20:20:00,30,0,061410425,A579,A road,slight,0,20,night_or_off_peak,30 mph or below,No junction,0,0
2022061228981,2022,061228981,6,3,3,49,08:50:00,30,16,061228981,A49,A road,slight,0,8,morning_peak,30 mph or below,Crossroads or larger junction,0,0
2023061359422,2023,061359422,6,2,3,6,13:30:00,30,0,061359422,A6,A road,serious,1,13,daytime,30 mph or below,No junction,0,0
201806XK47227,2018,06XK47227,6,3,1,61,09:04:00,70,0,06XK47227,M61,Motorway,slight,0,9,morning_peak,40 mph or above,No junction,1,0
201806P141174,2018,06P141174,6,3,3,58,10:00:00,30,13,06P141174,A58,A road,slight,0,10,daytime,30 mph or below,T or staggered junction,0,0
201706Q026061,2017,06Q026061,6,3,3,627,09:55:00,30,16,06Q026061,A627,A road,slight,0,9,morning_peak,30 mph or below,Crossroads or larger junction,0,0
201806A252083,2018,06A252083,6,3,3,56,08:05:00,30,13,06A252083,A56,A road,slight,0,8,morning_peak,30 mph or below,T or staggered junction,0,0
2021061034711,2021,061034711,6,3,3,666,09:40:00,50,0,061034711,A666,A road,slight,0,9,morning_peak,40 mph or above,No junction,1,0
201806P145152,2018,06P145152,6,2,3,671,14:43:00,30,16,06P145152,A671,A road,serious,1,14,daytime,30 mph or below,Crossroads or larger junction,0,0
201806A240875,2018,06A240875,6,2,3,6104,19:45:00,30,18,06A240875,A6104,A road,serious,1,19,night_or_off_peak,30 mph or below,Other or unknown junction,0,1
2021061082720,2021,061082720,6,2,3,665,10:50:00,30,0,061082720,A665,A road,serious,1,10,daytime,30 mph or below,No junction,0,0
201806F247977,2018,06F247977,6,3,3,576,13:20:00,30,13,06F247977,A576,A road,slight,0,13,daytime,30 mph or below,T or staggered junction,0,0
201906A254260,2019,06A254260,6,3,3,56,21:45:00,30,13,06A254260,A56,A road,slight,0,21,night_or_off_peak,30 mph or below,T or staggered junction,0,0
201806XN44244,2018,06XN44244,6,3,1,62,08:28:00,70,0,06XN44244,M62,Motorway,slight,0,8,morning_peak,40 mph or above,No junction,0,0
2021061108751,2021,061108751,6,3,1,60,15:30:00,70,0,061108751,M60,Motorway,slight,0,15,daytime,40 mph or above,No junction,1,1
2022061137011,2022,061137011,6,3,3,58,08:40:00,30,0,061137011,A58,A road,slight,0,8,morning_peak,30 mph or below,No junction,0,1
2022061176223,2022,061176223,6,3,3,56,04:30:00,30,16,061176223,A56,A road,slight,0,4,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
201806A350457,2018,06A350457,6,2,3,57,11:43:00,30,16,06A350457,A57,A road,serious,1,11,daytime,30 mph or below,Crossroads or larger junction,0,1
201706L036054,2017,06L036054,6,2,3,49,20:05:00,30,0,06L036054,A49,A road,serious,1,20,night_or_off_peak,30 mph or below,No junction,0,0
2022061153342,2022,061153342,6,3,3,663,15:45:00,30,0,061153342,A663,A road,slight,0,15,daytime,30 mph or below,No junction,0,0
2023061372621,2023,061372621,6,3,1,62,06:00:00,70,0,061372621,M62,Motorway,slight,0,6,night_or_off_peak,40 mph or above,No junction,0,0
201806A242077,2018,06A242077,6,2,3,665,14:30:00,30,0,06A242077,A665,A road,serious,1,14,daytime,30 mph or below,No junction,0,1
202006E467883,2020,06E467883,6,3,3,560,22:00:00,30,0,06E467883,A560,A road,slight,0,22,night_or_off_peak,30 mph or below,No junction,0,0
202006A274439,2020,06A274439,6,3,3,5184,15:30:00,30,13,06A274439,A5184,A road,slight,0,15,daytime,30 mph or below,T or staggered junction,0,0
201806K242395,2018,06K242395,6,3,3,58,13:10:00,40,16,06K242395,A58,A road,slight,0,13,daytime,40 mph or above,Crossroads or larger junction,0,0
2022061145554,2022,061145554,6,3,3,62,06:00:00,30,13,061145554,A62,A road,slight,0,6,night_or_off_peak,30 mph or below,T or staggered junction,1,0
2023061358787,2023,061358787,6,3,3,6,21:08:00,30,16,061358787,A6,A road,slight,0,21,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2023061317948,2023,061317948,6,2,3,5103,23:00:00,30,16,061317948,A5103,A road,serious,1,23,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
202006L277465,2020,06L277465,6,3,3,577,16:31:00,30,13,06L277465,A577,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,0,0
201806E243927,2018,06E243927,6,3,3,6010,12:00:00,30,16,06E243927,A6010,A road,slight,0,12,daytime,30 mph or below,Crossroads or larger junction,0,0
2021061110211,2021,061110211,6,3,3,6010,18:05:00,30,19,061110211,A6010,A road,slight,0,18,evening_peak,30 mph or below,Other or unknown junction,1,0
201806L251732,2018,06L251732,6,3,3,573,07:46:00,30,0,06L251732,A573,A road,slight,0,7,morning_peak,30 mph or below,No junction,0,0
201806G242311,2018,06G242311,6,3,3,627,13:43:00,30,13,06G242311,A627,A road,slight,0,13,daytime,30 mph or below,T or staggered junction,0,1
2022061130035,2022,061130035,6,3,3,574,11:00:00,30,13,061130035,A574,A road,slight,0,11,daytime,30 mph or below,T or staggered junction,0,1
2021061077869,2021,061077869,6,3,3,6010,17:30:00,30,16,061077869,A6010,A road,slight,0,17,evening_peak,30 mph or below,Crossroads or larger junction,0,1
2022061223380,2022,061223380,6,2,3,6,11:00:00,30,19,061223380,A6,A road,serious,1,11,daytime,30 mph or below,Other or unknown junction,1,0
201806L241315,2018,06L241315,6,3,3,580,20:15:00,50,13,06L241315,A580,A road,slight,0,20,night_or_off_peak,40 mph or above,T or staggered junction,0,0
202006F270048,2020,06F270048,6,2,3,56,19:57:00,30,13,06F270048,A56,A road,serious,1,19,night_or_off_peak,30 mph or below,T or staggered junction,0,0
201706L034077,2017,06L034077,6,3,3,579,12:36:00,30,16,06L034077,A579,A road,slight,0,12,daytime,30 mph or below,Crossroads or larger junction,0,0
201806K150083,2018,06K150083,6,2,3,676,20:30:00,30,0,06K150083,A676,A road,serious,1,20,night_or_off_peak,30 mph or below,No junction,0,0
2024061475195,2024,061475195,6,2,3,5145,07:34:00,30,19,061475195,A5145,A road,serious,1,7,morning_peak,30 mph or below,Other or unknown junction,0,1
2021061139297,2021,061139297,6,3,3,56,17:52:00,30,19,061139297,A56,A road,slight,0,17,evening_peak,30 mph or below,Other or unknown junction,0,0
201706L032136,2017,06L032136,6,3,3,580,07:50:00,60,0,06L032136,A580,A road,slight,0,7,morning_peak,40 mph or above,No junction,0,0
201906F253951,2019,06F253951,6,2,3,576,23:55:00,30,13,06F253951,A576,A road,serious,1,23,night_or_off_peak,30 mph or below,T or staggered junction,0,0
201906K165975,2019,06K165975,6,3,3,579,15:30:00,30,18,06K165975,A579,A road,slight,0,15,daytime,30 mph or below,Other or unknown junction,0,1
2021061128677,2021,061128677,6,3,3,665,01:00:00,30,19,061128677,A665,A road,slight,0,1,night_or_off_peak,30 mph or below,Other or unknown junction,0,0
201706J034732,2017,06J034732,6,2,3,560,01:50:00,30,0,06J034732,A560,A road,serious,1,1,night_or_off_peak,30 mph or below,No junction,0,0
2022061178379,2022,061178379,6,2,3,58,22:45:00,30,16,061178379,A58,A road,serious,1,22,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,1
2021061074577,2021,061074577,6,3,3,49,15:30:00,30,19,061074577,A49,A road,slight,0,15,daytime,30 mph or below,Other or unknown junction,0,0
2021061111713,2021,061111713,6,3,1,61,16:26:00,70,0,061111713,M61,Motorway,slight,0,16,evening_peak,40 mph or above,No junction,0,0
201806Q150303,2018,06Q150303,6,3,3,627,17:30:00,30,0,06Q150303,A627,A road,slight,0,17,evening_peak,30 mph or below,No junction,1,0
2021061050074,2021,061050074,6,3,3,58,10:00:00,30,19,061050074,A58,A road,slight,0,10,daytime,30 mph or below,Other or unknown junction,0,0
2024061429748,2024,061429748,6,3,3,577,18:15:00,30,19,061429748,A577,A road,slight,0,18,evening_peak,30 mph or below,Other or unknown junction,0,0
2024061485265,2024,061485265,6,3,3,5145,12:00:00,30,-1,061485265,A5145,A road,slight,0,12,daytime,30 mph or below,Other or unknown junction,0,0
2024061461001,2024,061461001,6,3,3,34,18:10:00,30,16,061461001,A34,A road,slight,0,18,evening_peak,30 mph or below,Crossroads or larger junction,0,1
2023061343761,2023,061343761,6,2,3,34,22:35:00,20,16,061343761,A34,A road,serious,1,22,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
202006A178509,2020,06A178509,6,3,2,57,20:30:00,50,0,06A178509,A57(M),A road,slight,0,20,night_or_off_peak,40 mph or above,No junction,0,0
2022061149866,2022,061149866,6,3,3,663,19:35:00,30,13,061149866,A663,A road,slight,0,19,night_or_off_peak,30 mph or below,T or staggered junction,0,0
202106K079693,2021,06K079693,6,3,3,575,00:15:00,30,19,06K079693,A575,A road,slight,0,0,night_or_off_peak,30 mph or below,Other or unknown junction,0,0
2023061264409,2023,061264409,6,3,3,62,15:30:00,30,0,061264409,A62,A road,slight,0,15,daytime,30 mph or below,No junction,0,0
201906XF59283,2019,06XF59283,6,3,1,60,15:30:00,70,0,06XF59283,M60,Motorway,slight,0,15,daytime,40 mph or above,No junction,0,0
201806A339841,2018,06A339841,6,3,3,6010,20:25:00,30,16,06A339841,A6010,A road,slight,0,20,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,1
201906P264979,2019,06P264979,6,2,3,58,14:46:00,40,13,06P264979,A58,A road,serious,1,14,daytime,40 mph or above,T or staggered junction,0,0
201806G239738,2018,06G239738,6,3,3,57,19:50:00,30,13,06G239738,A57,A road,slight,0,19,night_or_off_peak,30 mph or below,T or staggered junction,0,1
201906G264787,2019,06G264787,6,3,3,662,14:30:00,30,16,06G264787,A662,A road,slight,0,14,daytime,30 mph or below,Crossroads or larger junction,0,0
202006K276559,2020,06K276559,6,3,3,58,23:30:00,40,16,06K276559,A58,A road,slight,0,23,night_or_off_peak,40 mph or above,Crossroads or larger junction,0,0
202006J175271,2020,06J175271,6,2,3,626,18:50:00,40,16,06J175271,A626,A road,serious,1,18,evening_peak,40 mph or above,Crossroads or larger junction,0,0
201806K142543,2018,06K142543,6,3,3,676,19:18:00,40,13,06K142543,A676,A road,slight,0,19,night_or_off_peak,40 mph or above,T or staggered junction,0,0
201906A165624,2019,06A165624,6,3,3,6042,19:26:00,30,17,06A165624,A6042,A road,slight,0,19,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
201706J028002,2017,06J028002,6,3,3,6,08:00:00,30,13,06J028002,A6,A road,slight,0,8,morning_peak,30 mph or below,T or staggered junction,0,0
2022061202566,2022,061202566,6,3,3,635,16:46:00,30,13,061202566,A635,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,0,1
201906J353513,2019,06J353513,6,2,3,34,15:01:00,40,0,06J353513,A34,A road,serious,1,15,daytime,40 mph or above,No junction,0,1
2021061110268,2021,061110268,6,3,3,626,14:32:00,30,0,061110268,A626,A road,slight,0,14,daytime,30 mph or below,No junction,0,0
201706J033184,2017,06J033184,6,3,3,560,10:44:00,30,13,06J033184,A560,A road,slight,0,10,daytime,30 mph or below,T or staggered junction,0,1
2021061033573,2021,061033573,6,3,3,6,20:45:00,30,19,061033573,A6,A road,slight,0,20,night_or_off_peak,30 mph or below,Other or unknown junction,0,0
2024061401609,2024,061401609,6,2,3,34,15:10:00,40,0,061401609,A34,A road,serious,1,15,daytime,40 mph or above,No junction,0,0
201906F262285,2019,06F262285,6,3,3,57,07:32:00,40,0,06F262285,A57,A road,slight,0,7,morning_peak,40 mph or above,No junction,1,1
202006P376964,2020,06P376964,6,3,3,6046,08:20:00,40,0,06P376964,A6046,A road,slight,0,8,morning_peak,40 mph or above,No junction,0,0
2022061151591,2022,061151591,6,2,3,671,22:15:00,30,16,061151591,A671,A road,serious,1,22,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
201906J157278,2019,06J157278,6,3,3,6,15:55:00,30,13,06J157278,A6,A road,slight,0,15,daytime,30 mph or below,T or staggered junction,1,1
202006K267201,2020,06K267201,6,2,3,673,15:25:00,30,13,06K267201,A673,A road,serious,1,15,daytime,30 mph or below,T or staggered junction,0,0
201806K145344,2018,06K145344,6,3,3,676,00:45:00,30,13,06K145344,A676,A road,slight,0,0,night_or_off_peak,30 mph or below,T or staggered junction,0,0
201706P033663,2017,06P033663,6,2,3,664,00:20:00,30,13,06P033663,A664,A road,serious,1,0,night_or_off_peak,30 mph or below,T or staggered junction,0,0
2021061121033,2021,061121033,6,2,3,627,16:55:00,30,18,061121033,A627,A road,serious,1,16,evening_peak,30 mph or below,Other or unknown junction,0,0
2022061173592,2022,061173592,6,3,3,49,13:28:00,30,0,061173592,A49,A road,slight,0,13,daytime,30 mph or below,No junction,0,0
2022061260059,2022,061260059,6,3,3,576,22:00:00,30,16,061260059,A576,A road,slight,0,22,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2022061200000,2022,061200000,6,2,3,663,23:00:00,30,16,061200000,A663,A road,serious,1,23,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,1
201906K354234,2019,06K354234,6,3,3,6053,06:45:00,30,16,06K354234,A6053,A road,slight,0,6,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,1
201806K243876,2018,06K243876,6,3,3,579,19:40:00,30,13,06K243876,A579,A road,slight,0,19,night_or_off_peak,30 mph or below,T or staggered junction,0,1
201806A250029,2018,06A250029,6,2,3,576,16:40:00,30,0,06A250029,A576,A road,serious,1,16,evening_peak,30 mph or below,No junction,0,1
2024061474598,2024,061474598,6,3,1,60,15:15:00,70,0,061474598,M60,Motorway,slight,0,15,daytime,40 mph or above,No junction,0,0
201706F030289,2017,06F030289,6,3,3,6,17:40:00,30,0,06F030289,A6,A road,slight,0,17,evening_peak,30 mph or below,No junction,0,0
202006F268388,2020,06F268388,6,2,3,5066,03:00:00,30,16,06F268388,A5066,A road,serious,1,3,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,1
202006P274440,2020,06P274440,6,3,3,663,23:40:00,30,16,06P274440,A663,A road,slight,0,23,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
201806E346372,2018,06E346372,6,3,3,5145,15:36:00,30,13,06E346372,A5145,A road,slight,0,15,daytime,30 mph or below,T or staggered junction,0,0
2024061422453,2024,061422453,6,3,3,56,11:26:00,30,0,061422453,A56,A road,slight,0,11,daytime,30 mph or below,No junction,0,0
201706Q031171,2017,06Q031171,6,2,3,627,09:41:00,30,0,06Q031171,A627,A road,serious,1,9,morning_peak,30 mph or below,No junction,0,1
201706A033290,2017,06A033290,6,2,3,62,11:30:00,30,16,06A033290,A62,A road,serious,1,11,daytime,30 mph or below,Crossroads or larger junction,1,0
201906J163427,2019,06J163427,6,3,3,626,12:45:00,30,0,06J163427,A626,A road,slight,0,12,daytime,30 mph or below,No junction,0,0
2021061084814,2021,061084814,6,3,3,560,19:29:00,30,0,061084814,A560,A road,slight,0,19,night_or_off_peak,30 mph or below,No junction,0,0
202006N273178,2020,06N273178,6,3,3,6044,19:45:00,30,16,06N273178,A6044,A road,slight,0,19,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
202006E169997,2020,06E169997,6,3,3,57,10:20:00,40,16,06E169997,A57,A road,slight,0,10,daytime,40 mph or above,Crossroads or larger junction,1,0
2023061310539,2023,061310539,6,3,3,58,17:12:00,30,0,061310539,A58,A road,slight,0,17,evening_peak,30 mph or below,No junction,0,0
2021061036106,2021,061036106,6,3,3,58,12:48:00,30,19,061036106,A58,A road,slight,0,12,daytime,30 mph or below,Other or unknown junction,0,0
2022061131755,2022,061131755,6,2,3,6018,18:35:00,30,0,061131755,A6018,A road,serious,1,18,evening_peak,30 mph or below,No junction,0,0
2022061255994,2022,061255994,6,3,3,627,19:35:00,30,16,061255994,A627,A road,slight,0,19,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
202006J166823,2020,06J166823,6,2,3,5145,14:20:00,30,16,06J166823,A5145,A road,serious,1,14,daytime,30 mph or below,Crossroads or larger junction,0,0
201806L244091,2018,06L244091,6,3,3,578,15:00:00,30,13,06L244091,A578,A road,slight,0,15,daytime,30 mph or below,T or staggered junction,0,0
201706K029410,2017,06K029410,6,3,3,6099,20:25:00,30,13,06K029410,A6099,A road,slight,0,20,night_or_off_peak,30 mph or below,T or staggered junction,0,0
201806E142213,2018,06E142213,6,3,3,34,18:50:00,30,13,06E142213,A34,A road,slight,0,18,evening_peak,30 mph or below,T or staggered junction,0,0
2021061038684,2021,061038684,6,2,3,56,18:48:00,30,19,061038684,A56,A road,serious,1,18,evening_peak,30 mph or below,Other or unknown junction,0,1
2023061396181,2023,061396181,6,3,3,572,20:44:00,30,13,061396181,A572,A road,slight,0,20,night_or_off_peak,30 mph or below,T or staggered junction,1,0
201806K144813,2018,06K144813,6,3,3,579,19:25:00,40,13,06K144813,A579,A road,slight,0,19,night_or_off_peak,40 mph or above,T or staggered junction,0,0
2024061451942,2024,061451942,6,3,2,627,18:45:00,70,0,061451942,A627(M),A road,slight,0,18,evening_peak,40 mph or above,No junction,0,1
2022061247261,2022,061247261,6,2,3,5103,21:14:00,30,16,061247261,A5103,A road,serious,1,21,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,1
201806K345739,2018,06K345739,6,2,3,6,12:56:00,40,0,06K345739,A6,A road,serious,1,12,daytime,40 mph or above,No junction,0,0
2021061055486,2021,061055486,6,3,1,62,19:00:00,70,0,061055486,M62,Motorway,slight,0,19,night_or_off_peak,40 mph or above,No junction,1,0
2021061121423,2021,061121423,6,2,3,662,06:55:00,30,0,061121423,A662,A road,serious,1,6,night_or_off_peak,30 mph or below,No junction,0,0
202006K169684,2020,06K169684,6,3,3,6099,13:15:00,30,13,06K169684,A6099,A road,slight,0,13,daytime,30 mph or below,T or staggered junction,0,1
201706J032759,2017,06J032759,6,2,3,5145,21:45:00,30,16,06J032759,A5145,A road,serious,1,21,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2022061200176,2022,061200176,6,3,3,58,06:20:00,30,13,061200176,A58,A road,slight,0,6,night_or_off_peak,30 mph or below,T or staggered junction,0,0
201906E263415,2019,06E263415,6,3,3,5079,12:47:00,30,0,06E263415,A5079,A road,slight,0,12,daytime,30 mph or below,No junction,0,0
2023061295097,2023,061295097,6,2,3,669,10:20:00,40,13,061295097,A669,A road,serious,1,10,daytime,40 mph or above,T or staggered junction,0,0
201906P367453,2019,06P367453,6,2,3,6045,19:12:00,40,0,06P367453,A6045,A road,serious,1,19,night_or_off_peak,40 mph or above,No junction,0,1
201806Q244804,2018,06Q244804,6,3,3,669,15:44:00,30,13,06Q244804,A669,A road,slight,0,15,daytime,30 mph or below,T or staggered junction,0,0
201806K246791,2018,06K246791,6,3,3,58,16:10:00,50,18,06K246791,A58,A road,slight,0,16,evening_peak,40 mph or above,Other or unknown junction,0,0
201806M241915,2018,06M241915,6,2,3,560,11:56:00,40,16,06M241915,A560,A road,serious,1,11,daytime,40 mph or above,Crossroads or larger junction,0,0
201906E163553,2019,06E163553,6,3,3,34,12:55:00,30,0,06E163553,A34,A road,slight,0,12,daytime,30 mph or below,No junction,0,1
202006G268268,2020,06G268268,6,3,3,6017,16:00:00,30,13,06G268268,A6017,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,0,0
2023061379686,2023,061379686,6,3,3,664,21:32:00,30,0,061379686,A664,A road,slight,0,21,night_or_off_peak,30 mph or below,No junction,1,1
201806XE39995,2018,06XE39995,6,3,1,56,18:35:00,70,0,06XE39995,M56,Motorway,slight,0,18,evening_peak,40 mph or above,No junction,0,0
2022061140394,2022,061140394,6,3,3,676,17:31:00,30,16,061140394,A676,A road,slight,0,17,evening_peak,30 mph or below,Crossroads or larger junction,0,0
2024061460558,2024,061460558,6,3,3,57,14:54:00,30,0,061460558,A57,A road,slight,0,14,daytime,30 mph or below,No junction,0,0
201706XC36198,2017,06XC36198,6,3,1,56,04:55:00,70,0,06XC36198,M56,Motorway,slight,0,4,night_or_off_peak,40 mph or above,No junction,0,0
201806E241772,2018,06E241772,6,2,3,6,13:50:00,30,13,06E241772,A6,A road,serious,1,13,daytime,30 mph or below,T or staggered junction,0,0
2022061219852,2022,061219852,6,2,3,34,18:04:00,40,0,061219852,A34,A road,serious,1,18,evening_peak,40 mph or above,No junction,0,0
201906P254165,2019,06P254165,6,2,3,664,13:50:00,30,0,06P254165,A664,A road,serious,1,13,daytime,30 mph or below,No junction,1,1
2021061053109,2021,061053109,6,2,3,5143,16:06:00,30,0,061053109,A5143,A road,serious,1,16,evening_peak,30 mph or below,No junction,0,0
2021061132322,2021,061132322,6,3,3,6042,10:55:00,30,0,061132322,A6042,A road,slight,0,10,daytime,30 mph or below,No junction,0,0
201906P160788,2019,06P160788,6,3,3,680,16:30:00,40,16,06P160788,A680,A road,slight,0,16,evening_peak,40 mph or above,Crossroads or larger junction,0,1
201806L151965,2018,06L151965,6,3,3,49,17:30:00,20,16,06L151965,A49,A road,slight,0,17,evening_peak,30 mph or below,Crossroads or larger junction,1,0
202006P270350,2020,06P270350,6,3,3,640,18:50:00,30,0,06P270350,A640,A road,slight,0,18,evening_peak,30 mph or below,No junction,0,0
201906F253858,2019,06F253858,6,3,3,5063,10:50:00,30,13,06F253858,A5063,A road,slight,0,10,daytime,30 mph or below,T or staggered junction,0,1
2022061211360,2022,061211360,6,3,3,6048,16:34:00,30,0,061211360,A6048,A road,slight,0,16,evening_peak,30 mph or below,No junction,0,0
201906A352525,2019,06A352525,6,3,3,62,20:50:00,30,13,06A352525,A62,A road,slight,0,20,night_or_off_peak,30 mph or below,T or staggered junction,0,0
2023061346185,2023,061346185,6,2,3,669,14:29:00,30,13,061346185,A669,A road,serious,1,14,daytime,30 mph or below,T or staggered junction,0,1
202006M170226,2020,06M170226,6,3,3,5181,05:43:00,30,13,06M170226,A5181,A road,slight,0,5,night_or_off_peak,30 mph or below,T or staggered junction,0,0
201906F263300,2019,06F263300,6,3,3,665,01:30:00,30,13,06F263300,A665,A road,slight,0,1,night_or_off_peak,30 mph or below,T or staggered junction,0,0
201806A241484,2018,06A241484,6,3,3,576,09:36:00,30,0,06A241484,A576,A road,slight,0,9,morning_peak,30 mph or below,No junction,0,0
2022061132548,2022,061132548,6,3,3,579,11:08:00,30,19,061132548,A579,A road,slight,0,11,daytime,30 mph or below,Other or unknown junction,0,0
2024061413775,2024,061413775,6,3,1,61,22:41:00,70,0,061413775,M61,Motorway,slight,0,22,night_or_off_peak,40 mph or above,No junction,0,0
201906K257962,2019,06K257962,6,2,3,6,15:09:00,60,16,06K257962,A6,A road,serious,1,15,daytime,40 mph or above,Crossroads or larger junction,0,0
201806P239982,2018,06P239982,6,3,3,664,22:00:00,40,0,06P239982,A664,A road,slight,0,22,night_or_off_peak,40 mph or above,No junction,0,0
201806G141323,2018,06G141323,6,2,3,635,17:44:00,30,17,06G141323,A635,A road,serious,1,17,evening_peak,30 mph or below,Crossroads or larger junction,0,0
2023061293001,2023,061293001,6,3,3,575,17:40:00,30,16,061293001,A575,A road,slight,0,17,evening_peak,30 mph or below,Crossroads or larger junction,0,0
201906E358880,2019,06E358880,6,3,3,5103,08:15:00,40,0,06E358880,A5103,A road,slight,0,8,morning_peak,40 mph or above,No junction,0,1
201906M161164,2019,06M161164,6,3,3,56,17:55:00,30,16,06M161164,A56,A road,slight,0,17,evening_peak,30 mph or below,Crossroads or larger junction,0,0
2021061082385,2021,061082385,6,3,3,6010,17:30:00,30,13,061082385,A6010,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,0,0
2024061495064,2024,061495064,6,3,3,6,15:00:00,30,0,061495064,A6,A road,slight,0,15,daytime,30 mph or below,No junction,0,0
2023061381521,2023,061381521,6,2,3,6,18:10:00,30,0,061381521,A6,A road,serious,1,18,evening_peak,30 mph or below,No junction,0,0
201906N262348,2019,06N262348,6,3,3,665,18:15:00,30,13,06N262348,A665,A road,slight,0,18,evening_peak,30 mph or below,T or staggered junction,0,1
201806K248071,2018,06K248071,6,3,3,666,21:35:00,30,0,06K248071,A666,A road,slight,0,21,night_or_off_peak,30 mph or below,No junction,0,1
201906E158090,2019,06E158090,6,3,2,57,12:30:00,30,13,06E158090,A57(M),A road,slight,0,12,daytime,30 mph or below,T or staggered junction,0,0
201706E033299,2017,06E033299,6,3,3,6010,15:40:00,30,19,06E033299,A6010,A road,slight,0,15,daytime,30 mph or below,Other or unknown junction,0,1
201906Q256160,2019,06Q256160,6,2,3,6104,10:35:00,30,13,06Q256160,A6104,A road,serious,1,10,daytime,30 mph or below,T or staggered junction,0,0
2024061502404,2024,061502404,6,3,3,5067,21:00:00,30,0,061502404,A5067,A road,slight,0,21,night_or_off_peak,30 mph or below,No junction,0,0
201706Q037281,2017,06Q037281,6,3,3,671,08:25:00,30,13,06Q037281,A671,A road,slight,0,8,morning_peak,30 mph or below,T or staggered junction,0,0
2023061382263,2023,061382263,6,3,3,580,07:35:00,30,13,061382263,A580,A road,slight,0,7,morning_peak,30 mph or below,T or staggered junction,0,0
201806Q240152,2018,06Q240152,6,3,3,6050,08:50:00,30,0,06Q240152,A6050,A road,slight,0,8,morning_peak,30 mph or below,No junction,0,0
201706F037844,2017,06F037844,6,3,3,6041,09:25:00,30,0,06F037844,A6041,A road,slight,0,9,morning_peak,30 mph or below,No junction,0,0
201806A142730,2018,06A142730,6,3,3,665,16:00:00,30,16,06A142730,A665,A road,slight,0,16,evening_peak,30 mph or below,Crossroads or larger junction,0,0
201806A347183,2018,06A347183,6,3,3,635,08:25:00,30,0,06A347183,A635,A road,slight,0,8,morning_peak,30 mph or below,No junction,0,1
2022061204851,2022,061204851,6,3,3,6010,14:25:00,30,16,061204851,A6010,A road,slight,0,14,daytime,30 mph or below,Crossroads or larger junction,0,0
201906P259187,2019,06P259187,6,3,3,58,04:55:00,30,0,06P259187,A58,A road,slight,0,4,night_or_off_peak,30 mph or below,No junction,0,1
201906A257778,2019,06A257778,6,3,3,576,20:21:00,30,18,06A257778,A576,A road,slight,0,20,night_or_off_peak,30 mph or below,Other or unknown junction,0,0
202006P271047,2020,06P271047,6,3,3,664,19:00:00,30,18,06P271047,A664,A road,slight,0,19,night_or_off_peak,30 mph or below,Other or unknown junction,0,0
2024061496809,2024,061496809,6,3,1,61,16:10:00,70,-1,061496809,M61,Motorway,slight,0,16,evening_peak,40 mph or above,Other or unknown junction,1,1
202006N278181,2020,06N278181,6,3,3,56,09:45:00,30,13,06N278181,A56,A road,slight,0,9,morning_peak,30 mph or below,T or staggered junction,0,0
